# started on Tue Jun  2 21:30:59 2020,,,,,,,,,,,
,,,,,,,,,,,
1810232,,cache-references,10429450959,100,0,,,,,,
105061,,cache-misses,10429450959,100,0,5,of all cache refs,,,,
# started on Tue Jun  2 21:32:33 2020,,,,,,,,,,,
,,,,,,,,,,,
2351789,,cache-references,10406335537,100,0,,,,,,
92084,,cache-misses,10406335537,100,0,3,of all cache refs,,,1810232,105061
# started on Tue Jun  2 21:31:10 2020,,,,,,,,,,2351789,92084
,,,,,,,,,,1381742,77040
1381742,,cache-references,10413332675,100,0,,,,,2006798,106477
77040,,cache-misses,10413332675,100,0,5,of all cache refs,,,1737765,76756
# started on Tue Jun  2 21:31:20 2020,,,,,,,,,,1492173,81100
,,,,,,,,,,1915573,88761
2006798,,cache-references,10437964448,100,0,,,,,1584825,98851
106477,,cache-misses,10437964448,100,0,5,of all cache refs,,,1903014,106019
# started on Tue Jun  2 21:31:31 2020,,,,,,,,,,1898900,91336
,,,,,,,,,,,
1737765,,cache-references,10416854238,100,0,,,,,,
76756,,cache-misses,10416854238,100,0,4,of all cache refs,,,,
# started on Tue Jun  2 21:31:41 2020,,,,,,,,,,,
,,,,,,,,,,,
1492173,,cache-references,10415011862,100,0,,,,,,
81100,,cache-misses,10415011862,100,0,5,of all cache refs,,,,
# started on Tue Jun  2 21:31:52 2020,,,,,,,,,,,
,,,,,,,,,,,
1915573,,cache-references,10418409693,100,0,,,,,,
88761,,cache-misses,10418409693,100,0,4,of all cache refs,,,,
# started on Tue Jun  2 21:32:02 2020,,,,,,,,,,,
,,,,,,,,,,,
1584825,,cache-references,10412089602,100,0,,,,,,
98851,,cache-misses,10412089602,100,0,6,of all cache refs,,,,
# started on Tue Jun  2 21:32:13 2020,,,,,,,,,,,
,,,,,,,,,,,
1903014,,cache-references,10427304987,100,0,,,,,,
106019,,cache-misses,10427304987,100,0,5,of all cache refs,,,,
# started on Tue Jun  2 21:32:23 2020,,,,,,,,,,,
,,,,,,,,,,,
1898900,,cache-references,10428157416,100,0,,,,,,
91336,,cache-misses,10428157416,100,0,4,of all cache refs,,,,
