# started on Tue Jun  2 21:27:03 2020,,,,,,,,,,,
,,,,,,,,,,,
814587,,cache-references,818112375,100,0,,,,,,
62846,,cache-misses,818112375,100,0,7,of all cache refs,,,,
# started on Tue Jun  2 21:27:10 2020,,,,,,,,,,,
,,,,,,,,,,814587,62846
604357,,cache-references,774188817,100,0,,,,,604357,31561
31561,,cache-misses,774188817,100,0,5,of all cache refs,,,1209784,41120
# started on Tue Jun  2 21:27:04 2020,,,,,,,,,,514621,41364
,,,,,,,,,,451739,29298
1209784,,cache-references,813204722,100,0,,,,,355940,33732
41120,,cache-misses,813204722,100,0,3,of all cache refs,,,581559,37067
# started on Tue Jun  2 21:27:05 2020,,,,,,,,,,5361446,117802
,,,,,,,,,,456796,39189
514621,,cache-references,779642931,100,0,,,,,296509,22095
41364,,cache-misses,779642931,100,0,8,of all cache refs,,,,
# started on Tue Jun  2 21:27:06 2020,,,,,,,,,,,
,,,,,,,,,,,
451739,,cache-references,777795661,100,0,,,,,,
29298,,cache-misses,777795661,100,0,6,of all cache refs,,,,
# started on Tue Jun  2 21:27:06 2020,,,,,,,,,,,
,,,,,,,,,,,
355940,,cache-references,769228776,100,0,,,,,,
33732,,cache-misses,769228776,100,0,9,of all cache refs,,,,
# started on Tue Jun  2 21:27:07 2020,,,,,,,,,,,
,,,,,,,,,,,
581559,,cache-references,789196582,100,0,,,,,,
37067,,cache-misses,789196582,100,0,6,of all cache refs,,,,
# started on Tue Jun  2 21:27:08 2020,,,,,,,,,,,
,,,,,,,,,,,
5361446,,cache-references,812730041,100,0,,,,,,
117802,,cache-misses,812730041,100,0,2,of all cache refs,,,,
# started on Tue Jun  2 21:27:09 2020,,,,,,,,,,,
,,,,,,,,,,,
456796,,cache-references,778826571,100,0,,,,,,
39189,,cache-misses,778826571,100,0,8,of all cache refs,,,,
# started on Tue Jun  2 21:27:10 2020,,,,,,,,,,,
,,,,,,,,,,,
296509,,cache-references,768170604,100,0,,,,,,
22095,,cache-misses,768170604,100,0,7,of all cache refs,,,,
