# started on Tue Jun  2 20:55:09 2020,,,,,,,,,,,
,,,,,,,,,,,
7802836,,cache-references,28594073435,100,0,,,,,,
726607,,cache-misses,28594073435,100,0,9,of all cache refs,,,,
# started on Tue Jun  2 20:59:25 2020,,,,,,,,,,,
,,,,,,,,,,,
6547552,,cache-references,28370737051,100,0,,,,,,
610626,,cache-misses,28370737051,100,0,9,of all cache refs,,,,
# started on Tue Jun  2 20:55:38 2020,,,,,,,,,,,
,,,,,,,,,,,
7514870,,cache-references,28470271116,100,0,,,,,,
562267,,cache-misses,28470271116,100,0,7,of all cache refs,,,,
# started on Tue Jun  2 20:56:07 2020,,,,,,,,,,,
,,,,,,,,,,,
7787835,,cache-references,28591001957,100,0,,,,,,
810507,,cache-misses,28591001957,100,0,10,of all cache refs,,,7802836,726607
# started on Tue Jun  2 20:56:35 2020,,,,,,,,,,6547552,610626
,,,,,,,,,,7514870,562267
5320016,,cache-references,28234594946,100,0,,,,,7787835,810507
248932,,cache-misses,28234594946,100,0,4,of all cache refs,,,5320016,248932
# started on Tue Jun  2 20:57:04 2020,,,,,,,,,,5140676,251580
,,,,,,,,,,4352415,343320
5140676,,cache-references,28196888472,100,0,,,,,5132630,240311
251580,,cache-misses,28196888472,100,0,4,of all cache refs,,,5159006,289425
# started on Tue Jun  2 20:57:32 2020,,,,,,,,,,4306576,315736
,,,,,,,,,,,
4352415,,cache-references,28255840612,100,0,,,,,,
343320,,cache-misses,28255840612,100,0,7,of all cache refs,,,,
# started on Tue Jun  2 20:58:00 2020,,,,,,,,,,,
,,,,,,,,,,,
5132630,,cache-references,28188758727,100,0,,,,,,
240311,,cache-misses,28188758727,100,0,4,of all cache refs,,,,
# started on Tue Jun  2 20:58:28 2020,,,,,,,,,,,
,,,,,,,,,,,
5159006,,cache-references,28254720774,100,0,,,,,,
289425,,cache-misses,28254720774,100,0,5,of all cache refs,,,,
# started on Tue Jun  2 20:58:57 2020,,,,,,,,,,,
,,,,,,,,,,,
4306576,,cache-references,28205158849,100,0,,,,,,
315736,,cache-misses,28205158849,100,0,7,of all cache refs,,,,
